plate_name,organism_id,bbox_x,bbox_y,bbox_w,bbox_h,area_px,major_axis_px,minor_axis_px,p_collembola,perimeter_px,length_um,width_um,volume_um3,eccentricity,solidity
C1_1_Fe2O3002 (1).jpg,3,2235,1966,68,37,1740,78.59400115485685,29.73264778113298,0.9997565150260925,190.91168824543144,78.59400115485685,29.73264778113298,36379.37164330494,0.925680257449993,0.9329758713136729
C1_1_Fe2O3002 (1).jpg,11,658,1725,35,45,1074,51.01807491746479,27.88523742650775,0.927399754524231,131.8822509939086,51.01807491746479,27.88523742650775,20771.668488310264,0.837409732173927,0.9693140794223827
C1_1_Fe2O3002 (1).jpg,13,467,1075,136,52,4665,137.92307493454746,46.697931802268144,0.9885224103927612,331.6639969244288,137.92307493454746,46.697931802268144,157481.97274844968,0.9409377728968252,0.8841925701288855
C1_1_Fe2O3002 (1).jpg,14,512,803,49,31,1236,51.53291745325624,31.06578760958486,0.9896377325057983,137.74011537017762,51.53291745325624,31.06578760958486,26040.426310114068,0.7978667405876811,0.9694117647058823
C1_1_Fe2O3002 (1).jpg,22,319,1054,91,85,3518,116.19882994721814,40.412360760749884,0.9651668667793274,277.01933598375615,116.19882994721814,40.412360760749884,99363.94364796931,0.9375738326940825,0.9102199223803363
C1_1_Fe2O3002 (1).jpg,34,2934,1952,146,154,17070,154.08454936353732,143.01324992937754,0.9998834133148193,509.78888860545663,154.08454936353732,143.01324992937754,1650100.0094889326,0.3722116166781464,0.9633182844243793
C1_1_Fe2O3002 (1).jpg,36,3320,1472,58,124,3868,137.65950962445748,36.63341231061133,0.9998551607131958,307.17871555019025,137.65950962445748,36.63341231061133,96729.64378621876,0.9639409833902738,0.945721271393643
C1_1_Fe2O3002 (1).jpg,37,2888,1417,145,64,4642,149.07606232490573,50.61282283572857,0.9999783039093018,400.41630560342617,149.07606232490573,50.61282283572857,199952.87595560416,0.9406024236040496,0.7365915582354808
C1_1_Fe2O3002 (1).jpg,39,3339,2212,87,91,3666,114.00464726936625,47.04458217796022,0.9996634721755981,347.96551211459376,114.00464726936625,47.04458217796022,132111.4347246913,0.9108874195462511,0.7427066450567261
C1_1_Fe2O3002 (1).jpg,40,3756,719,107,99,3661,141.12307829867373,35.327153828201126,0.9999872446060181,327.30360723121805,141.12307829867373,35.327153828201126,92217.63119465455,0.9681609123759913,0.8988460594156641
C1_1_Fe2O3002 (1).jpg,41,3002,1602,150,76,5595,167.75030008702305,43.95306084291294,0.9999047517776489,386.5340546095176,167.75030008702305,43.95306084291294,169683.71994291813,0.9650638559670223,0.8930566640063847
C1_1_Fe2O3002 (1).jpg,42,2234,1965,123,40,3305,131.73280869575237,33.024146165037195,0.9999730587005615,297.2375900532359,131.73280869575237,33.024146165037195,75223.88679076568,0.9680673219699965,0.891075761660825
C1_1_Fe2O3002 (1).jpg,43,2455,1652,170,130,16112,179.14382702743907,116.03914493258875,0.9998055100440979,511.9310242291876,179.14382702743907,116.03914493258875,1263017.9125396453,0.7618589860018188,0.9735935706084959
C1_1_Fe2O3002 (1).jpg,45,3354,1830,161,58,4759,157.1351594421676,45.963132094643655,0.9999147653579712,427.33304448274083,157.1351594421676,45.963132094643655,173816.5892778119,0.9562633854506102,0.7008836524300441
C1_1_Fe2O3002 (1).jpg,46,4006,2093,104,96,4100,132.33739869747794,45.64709893587315,0.999933123588562,336.19090885900994,132.33739869747794,45.64709893587315,144380.18002234926,0.938628522685618,0.8401639344262295
C1_1_Fe2O3002 (1).jpg,48,2233,1963,168,43,5028,174.48710753817778,37.66521301695492,0.999996542930603,388.79393923934,174.48710753817778,37.66521301695492,129611.28657653378,0.9764237842326708,0.9035040431266846
C1_1_Fe2O3002 (1).jpg,51,3320,1461,85,135,7210,145.5189468594402,64.72784156462228,0.9990301132202148,391.84776310850236,145.5189468594402,64.72784156462228,319227.5873330743,0.8956264629088534,0.9249518922386145
C1_1_Fe2O3002 (1).jpg,58,2563,1358,135,106,3289,176.37948804781018,27.957577569329192,0.9999890327453613,379.9726547895302,176.37948804781018,27.957577569329192,72184.80325158164,0.9873576769148448,0.8129016312407316
C1_1_Fe2O3002 (1).jpg,59,3334,2069,107,234,8834,270.7937886798353,66.24091764995948,0.999946117401123,752.3757210636101,270.7937886798353,66.24091764995948,622142.6879444695,0.9696196399040933,0.5411663807890223
C1_1_Fe2O3002 (1).jpg,60,2513,976,70,89,2305,117.27087212156607,27.44217176558527,0.9821982979774475,251.22034611053283,117.27087212156607,27.44217176558527,46240.842037732604,0.9722349800721751,0.8235083958556627
C1_1_Fe2O3002 (1).jpg,61,3650,939,58,92,4076,97.41401900864669,54.47132840034088,0.9407740831375122,258.651803615609,97.41401900864669,54.47132840034088,151340.79706034443,0.8290507262070993,0.9521139920579303
C1_1_Fe2O3002 (1).jpg,62,3346,1471,63,127,4026,143.42388985270014,36.631162735410605,0.9992071986198425,327.17871555019025,143.42388985270014,36.631162735410605,100767.74212552496,0.9668341855944164,0.923394495412844
C1_1_Fe2O3002 (1).jpg,64,2529,923,76,87,4340,89.07831155785377,67.63849925465537,0.9981564879417419,277.62236636408613,89.07831155785377,67.63849925465537,213382.36531730657,0.6507232221009743,0.9410234171725932
C1_1_Fe2O3002 (1).jpg,67,4130,0,68,134,1655,155.32388155444812,20.312556965657,0.9780458211898804,337.1076477383248,155.32388155444812,20.312556965657,33555.680447656785,0.9914120086018159,0.521259842519685
C1_1_Fe2O3002 (1).jpg,72,3334,2069,100,124,4863,160.10228624301203,44.72277528702853,0.9999362230300903,361.889393668845,160.10228624301203,44.72277528702853,167669.33735417534,0.9601926124806424,0.8368611254517295
C1_1_Fe2O3002 (1).jpg,75,2471,1714,107,66,2510,129.9557278022208,26.005074169946923,0.9999812841415405,279.8061325481597,129.9557278022208,26.005074169946923,46016.145933165964,0.9797740130521282,0.881010881010881
C1_1_Fe2O3002 (1).jpg,76,2934,1986,119,119,5171,161.58951706920564,66.14383740056876,0.9999963045120239,476.99599538664324,161.58951706920564,66.14383740056876,370160.93201453827,0.9123852928768678,0.6062133645955451
C1_1_Fe2O3002 (1).jpg,77,2885,1403,177,80,10493,174.52367181669732,77.4311866758591,0.9999822378158569,449.4041122946064,174.52367181669732,77.4311866758591,547879.1762441822,0.8961894679055975,0.9601939970717424
C1_1_Fe2O3002 (1).jpg,101,6319,0,208,57,6241,211.75520171897637,46.39104031897548,0.9566957950592041,498.3675323681471,211.75520171897637,46.39104031897548,238616.75379422182,0.9757072061627023,0.9341415955695255
C1_1_Fe2O3002 (1).jpg,102,5004,2153,107,45,2616,105.27917077870717,33.129807372448,0.9997320771217346,276.19595949289334,105.27917077870717,33.129807372448,60503.27724118196,0.9491960610797066,0.8121701334989134
C1_1_Fe2O3002 (1).jpg,103,5530,2241,128,62,4630,139.91874913112193,44.55577599596194,0.9988070726394653,326.1076477383247,139.91874913112193,44.55577599596194,145439.56266127224,0.9479428996429338,0.8917565485362096
C1_1_Fe2O3002 (1).jpg,104,6091,2006,100,104,2986,138.41042089751647,28.325247391672356,0.9981050491333008,316.30360723121805,138.41042089751647,28.325247391672356,58145.32936773919,0.9788358872378488,0.8473325766174802
C1_1_Fe2O3002 (1).jpg,108,5695,2043,36,123,2809,131.19399980130407,28.006181133443558,0.9999845027923584,284.8528137423857,131.19399980130407,28.006181133443558,53879.10611106302,0.976949289762161,0.9419852448021462
C1_1_Fe2O3002 (1).jpg,109,4397,1098,93,88,6519,95.65601044673242,87.62676256155156,0.996669590473175,309.2792206135785,95.65601044673242,87.62676256155156,384577.9846909631,0.40103843129190236,0.9778011099445028
C1_1_Fe2O3002 (1).jpg,110,6350,1905,77,75,2516,99.87394385265351,34.427402484762716,0.9999644756317139,243.6639969244288,99.87394385265351,34.427402484762716,61981.10801934182,0.9387097606568733,0.91027496382055
C1_1_Fe2O3002 (1).jpg,112,5799,1954,56,51,1611,68.686181283992,30.401672350591383,0.999817430973053,169.48023074035524,68.686181283992,30.401672350591383,33240.14751006472,0.8967107562454242,0.9504424778761061
C1_1_Fe2O3002 (1).jpg,114,4498,1992,111,79,2831,131.48168300038543,28.2319768668165,0.9999430179595947,306.19090885901,131.48168300038543,28.2319768668165,54871.4524097324,0.9766752637033874,0.8978750396447828
C1_1_Fe2O3002 (1).jpg,115,5487,811,80,71,1429,118.20903003250315,17.22400133154957,0.9853183031082153,231.11984104714452,118.20903003250315,17.22400133154957,18361.88980859968,0.989327639751612,0.8279258400926999
C1_1_Fe2O3002 (1).jpg,116,4581,1901,101,66,2365,120.51928345656611,26.573320314231097,0.9999045133590698,282.8711037056153,120.51928345656611,26.573320314231097,44560.16684736325,0.9753891909876644,0.8141135972461274
C1_1_Fe2O3002 (1).jpg,118,4624,1795,104,48,2921,111.40435259362243,36.22139494231813,0.9998763799667358,261.1370849898476,111.40435259362243,36.22139494231813,76529.89628746762,0.9456677944974284,0.8808805790108565
C1_1_Fe2O3002 (1).jpg,120,4954,700,69,61,2124,68.2847781190418,54.84515546718031,0.99801105260849,247.1787155501902,68.2847781190418,54.84515546718031,107547.19026731543,0.595732725006984,0.7392969021928298
C1_1_Fe2O3002 (1).jpg,121,6347,1904,79,268,2859,233.50498119660924,76.09117987605718,0.999963641166687,334.8183258569795,233.50498119660924,76.09117987605718,707886.1389363103,0.9454161944783558,0.2324768255000813
C1_1_Fe2O3002 (1).jpg,123,4569,470,168,108,12360,166.93488367767668,100.52032436821497,0.9982004165649414,516.0315292925759,166.93488367767668,100.52032436821497,883188.6593806978,0.7983807892584767,0.9077555816686251
